iter,Ux,Uy,k,omega,p
665,5.411940e-04,7.671640e-01,3.026770e-03,1.044570e-03,7.644790e-01
666,3.945190e-04,6.881890e-01,3.473050e-03,5.069320e-04,2.724870e-01
667,3.860110e-04,6.835130e-01,5.048900e-03,9.446290e-04,7.609450e-01
668,5.660440e-04,6.698870e-01,5.193030e-03,1.496490e-03,2.728830e-01
669,5.412200e-04,7.672260e-01,3.026360e-03,1.044440e-03,7.644030e-01
670,3.945370e-04,6.882080e-01,3.472600e-03,5.068260e-04,2.725000e-01
671,3.859620e-04,6.836570e-01,5.048380e-03,9.445180e-04,7.610400e-01
672,5.659830e-04,6.699930e-01,5.192520e-03,1.496370e-03,2.728840e-01
673,5.412440e-04,7.672900e-01,3.025960e-03,1.044330e-03,7.642850e-01
674,3.945540e-04,6.882330e-01,3.472180e-03,5.067250e-04,2.724890e-01
675,3.859160e-04,6.838040e-01,5.047900e-03,9.444130e-04,7.612740e-01
676,5.659230e-04,6.700940e-01,5.192050e-03,1.496250e-03,2.728710e-01
677,5.412690e-04,7.673420e-01,3.025590e-03,1.044210e-03,7.642440e-01
678,3.945710e-04,6.882750e-01,3.471790e-03,5.066280e-04,2.724880e-01
679,3.858720e-04,6.839630e-01,5.047440e-03,9.443120e-04,7.613630e-01
680,5.658670e-04,6.701770e-01,5.191600e-03,1.496140e-03,2.728720e-01
681,5.412930e-04,7.673850e-01,3.025240e-03,1.044110e-03,7.641620e-01
682,3.945880e-04,6.883260e-01,3.471420e-03,5.065370e-04,2.724870e-01
683,3.858290e-04,6.841180e-01,5.047020e-03,9.442160e-04,7.615090e-01
684,5.658120e-04,6.702560e-01,5.191180e-03,1.496040e-03,2.728680e-01
685,5.413150e-04,7.674200e-01,3.024910e-03,1.044010e-03,7.640940e-01
686,3.946040e-04,6.883840e-01,3.471070e-03,5.064490e-04,2.724860e-01
687,3.857870e-04,6.842700e-01,5.046620e-03,9.441250e-04,7.616290e-01
688,5.657600e-04,6.703160e-01,5.190780e-03,1.495930e-03,2.728660e-01
689,5.413380e-04,7.674550e-01,3.024600e-03,1.043910e-03,7.640180e-01
690,3.946200e-04,6.884560e-01,3.470740e-03,5.063660e-04,2.724850e-01
691,3.857480e-04,6.844220e-01,5.046240e-03,9.440390e-04,7.617610e-01
692,5.657090e-04,6.703570e-01,5.190400e-03,1.495840e-03,2.728630e-01
693,5.413600e-04,7.674790e-01,3.024310e-03,1.043820e-03,7.639590e-01
694,3.947080e-04,6.880120e-01,3.470440e-03,5.062880e-04,2.719260e-01
695,3.857060e-04,6.856940e-01,5.045880e-03,9.439560e-04,7.624870e-01
696,5.657220e-04,6.702220e-01,5.190050e-03,1.495750e-03,2.724910e-01
697,5.414300e-04,7.674870e-01,3.024030e-03,1.043730e-03,7.659370e-01
698,3.947220e-04,6.883220e-01,3.470140e-03,5.062110e-04,2.719130e-01
699,3.856920e-04,6.855390e-01,5.045540e-03,9.438770e-04,7.604820e-01
700,5.656460e-04,6.703790e-01,5.189710e-03,1.495660e-03,2.726550e-01
701,5.414460e-04,7.673680e-01,3.023770e-03,1.043650e-03,7.660290e-01
702,3.946500e-04,6.890040e-01,3.469860e-03,5.061380e-04,2.726040e-01
703,3.856450e-04,6.843980e-01,5.045220e-03,9.438020e-04,7.610300e-01
704,5.655420e-04,6.705030e-01,5.189390e-03,1.495580e-03,2.730130e-01
705,5.414090e-04,7.675050e-01,3.023530e-03,1.043570e-03,7.633600e-01
706,3.946730e-04,6.888010e-01,3.469600e-03,5.060700e-04,2.725530e-01
707,3.855930e-04,6.849140e-01,5.044920e-03,9.437300e-04,7.631360e-01
708,5.655310e-04,6.704080e-01,5.189090e-03,1.495500e-03,2.728240e-01
709,5.414410e-04,7.676220e-01,3.023290e-03,1.043490e-03,7.634320e-01
710,3.946990e-04,6.888550e-01,3.469350e-03,5.060040e-04,2.724250e-01
711,3.855720e-04,6.850940e-01,5.044640e-03,9.436620e-04,7.620350e-01
712,5.654830e-04,6.704180e-01,5.188810e-03,1.495420e-03,2.728270e-01
713,5.414610e-04,7.675720e-01,3.023070e-03,1.043420e-03,7.639380e-01
714,3.947050e-04,6.890070e-01,3.469120e-03,5.059420e-04,2.724990e-01
715,3.855370e-04,6.850990e-01,5.044370e-03,9.435970e-04,7.623260e-01
716,5.654390e-04,6.704100e-01,5.188540e-03,1.495350e-03,2.728710e-01
717,5.414770e-04,7.675580e-01,3.022860e-03,1.043350e-03,7.635360e-01
718,3.947200e-04,6.891180e-01,3.468900e-03,5.058820e-04,2.724900e-01
719,3.855070e-04,6.851880e-01,5.044120e-03,9.435350e-04,7.626490e-01
720,5.654020e-04,6.703690e-01,5.188290e-03,1.495280e-03,2.728400e-01
721,5.414960e-04,7.676060e-01,3.022670e-03,1.043280e-03,7.635220e-01
722,3.947340e-04,6.892060e-01,3.468700e-03,5.058250e-04,2.724690e-01
723,3.854780e-04,6.852650e-01,5.043880e-03,9.434760e-04,7.625660e-01
724,5.653640e-04,6.703410e-01,5.188050e-03,1.495220e-03,2.728440e-01
725,5.415130e-04,7.676270e-01,3.022480e-03,1.043220e-03,7.635280e-01
726,3.947460e-04,6.893000e-01,3.468500e-03,5.057710e-04,2.724830e-01
727,3.854490e-04,6.853040e-01,5.043650e-03,9.434200e-04,7.626810e-01
728,5.653270e-04,6.703130e-01,5.187820e-03,1.495150e-03,2.728490e-01
729,5.415300e-04,7.676570e-01,3.022300e-03,1.043160e-03,7.634520e-01
730,3.947570e-04,6.893850e-01,3.468310e-03,5.057190e-04,2.724810e-01
731,3.854210e-04,6.853450e-01,5.043440e-03,9.433660e-04,7.627960e-01
732,5.652910e-04,6.702870e-01,5.187600e-03,1.495100e-03,2.728430e-01
733,5.415460e-04,7.676940e-01,3.022130e-03,1.043100e-03,7.634270e-01
734,3.947700e-04,6.894520e-01,3.468140e-03,5.056700e-04,2.724840e-01
735,3.853940e-04,6.853840e-01,5.043240e-03,9.433150e-04,7.628940e-01
736,5.652570e-04,6.702710e-01,5.187400e-03,1.495040e-03,2.728460e-01
737,5.415620e-04,7.677310e-01,3.021970e-03,1.043050e-03,7.633410e-01
738,3.947810e-04,6.895110e-01,3.467970e-03,5.056230e-04,2.724810e-01
739,3.853690e-04,6.854120e-01,5.043050e-03,9.432660e-04,7.631080e-01
740,5.652250e-04,6.702580e-01,5.187200e-03,1.494980e-03,2.728410e-01
741,5.415780e-04,7.677690e-01,3.021820e-03,1.043000e-03,7.632710e-01
742,3.947920e-04,6.895600e-01,3.467810e-03,5.055780e-04,2.724740e-01
743,3.853450e-04,6.854320e-01,5.042870e-03,9.432200e-04,7.630800e-01
744,5.651930e-04,6.702500e-01,5.187020e-03,1.494930e-03,2.728340e-01
745,5.415910e-04,7.678200e-01,3.021680e-03,1.042950e-03,7.633480e-01
746,3.948030e-04,6.895800e-01,3.467660e-03,5.055360e-04,2.724780e-01
747,3.853200e-04,6.854510e-01,5.042700e-03,9.431750e-04,7.630280e-01
748,5.651620e-04,6.702730e-01,5.186850e-03,1.494880e-03,2.728450e-01
749,5.416080e-04,7.678450e-01,3.021540e-03,1.042900e-03,7.632140e-01
750,3.948130e-04,6.896250e-01,3.467520e-03,5.054950e-04,2.724800e-01
751,3.852990e-04,6.854790e-01,5.042540e-03,9.431330e-04,7.632410e-01
752,5.651330e-04,6.702660e-01,5.186680e-03,1.494840e-03,2.728350e-01
753,5.416220e-04,7.678780e-01,3.021410e-03,1.042850e-03,7.631870e-01
754,3.948240e-04,6.896480e-01,3.467380e-03,5.054560e-04,2.724760e-01
755,3.852760e-04,6.855020e-01,5.042390e-03,9.430920e-04,7.632910e-01
756,5.651050e-04,6.702770e-01,5.186530e-03,1.494790e-03,2.728340e-01
757,5.416350e-04,7.679160e-01,3.021290e-03,1.042810e-03,7.631520e-01
758,3.948340e-04,6.896640e-01,3.467260e-03,5.054190e-04,2.724760e-01
759,3.852540e-04,6.855230e-01,5.042250e-03,9.430540e-04,7.633130e-01
760,5.650770e-04,6.703020e-01,5.186380e-03,1.494750e-03,2.728360e-01
761,5.416490e-04,7.679460e-01,3.021170e-03,1.042770e-03,7.631270e-01
762,3.948430e-04,6.896780e-01,3.467130e-03,5.053840e-04,2.724770e-01
763,3.852340e-04,6.855480e-01,5.042120e-03,9.430170e-04,7.634250e-01
764,5.650500e-04,6.703190e-01,5.186240e-03,1.494710e-03,2.728350e-01
765,5.416600e-04,7.679910e-01,3.021060e-03,1.042730e-03,7.631280e-01
766,3.948530e-04,6.896790e-01,3.467020e-03,5.053500e-04,2.724760e-01
767,3.852130e-04,6.855600e-01,5.041990e-03,9.429820e-04,7.634740e-01
768,5.650240e-04,6.703630e-01,5.186100e-03,1.494670e-03,2.728430e-01
769,5.416720e-04,7.680250e-01,3.020950e-03,1.042690e-03,7.630670e-01
770,3.948610e-04,6.896920e-01,3.466910e-03,5.053180e-04,2.724790e-01
771,3.851940e-04,6.855920e-01,5.041870e-03,9.429490e-04,7.635660e-01
772,5.650000e-04,6.703840e-01,5.185980e-03,1.494630e-03,2.728340e-01
773,5.416850e-04,7.680460e-01,3.020850e-03,1.042650e-03,7.630470e-01
774,3.948710e-04,6.897040e-01,3.466800e-03,5.052870e-04,2.724750e-01
775,3.851760e-04,6.856090e-01,5.041760e-03,9.429170e-04,7.636190e-01
776,5.649760e-04,6.704090e-01,5.185860e-03,1.494600e-03,2.728380e-01
777,5.416990e-04,7.680710e-01,3.020750e-03,1.042620e-03,7.629560e-01
778,3.948790e-04,6.897220e-01,3.466700e-03,5.052580e-04,2.724800e-01
779,3.851590e-04,6.856450e-01,5.041660e-03,9.428860e-04,7.637790e-01
780,5.649540e-04,6.704150e-01,5.185740e-03,1.494560e-03,2.728250e-01
781,5.417100e-04,7.680930e-01,3.020660e-03,1.042590e-03,7.629300e-01
782,3.948880e-04,6.897300e-01,3.466610e-03,5.052300e-04,2.724700e-01
783,3.851410e-04,6.856630e-01,5.041560e-03,9.428570e-04,7.637250e-01
784,5.649320e-04,6.704420e-01,5.185640e-03,1.494530e-03,2.728270e-01
785,5.417200e-04,7.681360e-01,3.020570e-03,1.042560e-03,7.629980e-01
786,3.948950e-04,6.897230e-01,3.466520e-03,5.052030e-04,2.724760e-01
787,3.851230e-04,6.856700e-01,5.041470e-03,9.428300e-04,7.637720e-01
788,5.649090e-04,6.704870e-01,5.185530e-03,1.494500e-03,2.728400e-01
789,5.417310e-04,7.681640e-01,3.020480e-03,1.042530e-03,7.629120e-01
790,3.949030e-04,6.897360e-01,3.466430e-03,5.051770e-04,2.724780e-01
791,3.851070e-04,6.856950e-01,5.041390e-03,9.428030e-04,7.638170e-01
792,5.648890e-04,6.705100e-01,5.185430e-03,1.494470e-03,2.728310e-01
793,5.417430e-04,7.681820e-01,3.020400e-03,1.042500e-03,7.628460e-01
794,3.949110e-04,6.897530e-01,3.466350e-03,5.051530e-04,2.724780e-01
795,3.850940e-04,6.857240e-01,5.041310e-03,9.427780e-04,7.639420e-01
796,5.648690e-04,6.705120e-01,5.185340e-03,1.494440e-03,2.728260e-01
797,5.417520e-04,7.682270e-01,3.020320e-03,1.042470e-03,7.628890e-01
798,3.949180e-04,6.897500e-01,3.466270e-03,5.051300e-04,2.724740e-01
799,3.850770e-04,6.857230e-01,5.041230e-03,9.427550e-04,7.639190e-01
800,5.648500e-04,6.705580e-01,5.185250e-03,1.494410e-03,2.728380e-01
801,5.417630e-04,7.682480e-01,3.020250e-03,1.042440e-03,7.627600e-01
802,3.949250e-04,6.897680e-01,3.466190e-03,5.051070e-04,2.724800e-01
803,3.850640e-04,6.857580e-01,5.041160e-03,9.427320e-04,7.641210e-01
804,5.648320e-04,6.705690e-01,5.185160e-03,1.494390e-03,2.728220e-01
805,5.417710e-04,7.682870e-01,3.020180e-03,1.042420e-03,7.628020e-01
806,3.949330e-04,6.897670e-01,3.466120e-03,5.050860e-04,2.724670e-01
807,3.850490e-04,6.857570e-01,5.041090e-03,9.427100e-04,7.640100e-01
808,5.648130e-04,6.706070e-01,5.185080e-03,1.494360e-03,2.728330e-01
809,5.417830e-04,7.683140e-01,3.020110e-03,1.042390e-03,7.627250e-01
810,3.949390e-04,6.897820e-01,3.466050e-03,5.050660e-04,2.724770e-01
811,3.850360e-04,6.857920e-01,5.041030e-03,9.426900e-04,7.641240e-01
812,5.647960e-04,6.706170e-01,5.185000e-03,1.494340e-03,2.728240e-01
813,5.417910e-04,7.683380e-01,3.020040e-03,1.042370e-03,7.627200e-01
814,3.949460e-04,6.897920e-01,3.465980e-03,5.050460e-04,2.724730e-01
815,3.850230e-04,6.858070e-01,5.040970e-03,9.426700e-04,7.641030e-01
816,5.647800e-04,6.706390e-01,5.184930e-03,1.494320e-03,2.728250e-01
817,5.418000e-04,7.683760e-01,3.019980e-03,1.042350e-03,7.627110e-01
818,3.949520e-04,6.897950e-01,3.465920e-03,5.050280e-04,2.724760e-01
819,3.850100e-04,6.858220e-01,5.040910e-03,9.426510e-04,7.642840e-01
820,5.647630e-04,6.706650e-01,5.184860e-03,1.494300e-03,2.728270e-01
821,5.418090e-04,7.684030e-01,3.019920e-03,1.042330e-03,7.626470e-01
822,3.949580e-04,6.898050e-01,3.465860e-03,5.050100e-04,2.724750e-01
823,3.849980e-04,6.858460e-01,5.040860e-03,9.426330e-04,7.642980e-01
824,5.647480e-04,6.706830e-01,5.184790e-03,1.494280e-03,2.728210e-01
825,5.418170e-04,7.684300e-01,3.019860e-03,1.042310e-03,7.626250e-01
826,3.949640e-04,6.898120e-01,3.465800e-03,5.049930e-04,2.724710e-01
827,3.849870e-04,6.858710e-01,5.040810e-03,9.426160e-04,7.642670e-01
828,5.647330e-04,6.707030e-01,5.184720e-03,1.494260e-03,2.728210e-01
829,5.418230e-04,7.684630e-01,3.019800e-03,1.042290e-03,7.627140e-01
830,3.949700e-04,6.898120e-01,3.465750e-03,5.049770e-04,2.724730e-01
831,3.849740e-04,6.858760e-01,5.040760e-03,9.426000e-04,7.642750e-01
832,5.647170e-04,6.707380e-01,5.184660e-03,1.494240e-03,2.728340e-01
833,5.418310e-04,7.684870e-01,3.019750e-03,1.042270e-03,7.626500e-01
834,3.949750e-04,6.898200e-01,3.465690e-03,5.049610e-04,2.724830e-01
835,3.849630e-04,6.859080e-01,5.040720e-03,9.425840e-04,7.643480e-01
836,5.647030e-04,6.707560e-01,5.184600e-03,1.494220e-03,2.728270e-01
837,5.418400e-04,7.684990e-01,3.019700e-03,1.042250e-03,7.625620e-01
838,3.949810e-04,6.898460e-01,3.465640e-03,5.049470e-04,2.724740e-01
839,3.849540e-04,6.859450e-01,5.040680e-03,9.425700e-04,7.645790e-01
840,5.646900e-04,6.707640e-01,5.184550e-03,1.494200e-03,2.728250e-01
841,5.418470e-04,7.685350e-01,3.019650e-03,1.042240e-03,7.625770e-01
842,3.949860e-04,6.898470e-01,3.465590e-03,5.049320e-04,2.724740e-01
843,3.849420e-04,6.859640e-01,5.040640e-03,9.425550e-04,7.644660e-01
844,5.646770e-04,6.707790e-01,5.184490e-03,1.494190e-03,2.728230e-01
845,5.418520e-04,7.685510e-01,3.019600e-03,1.042220e-03,7.625640e-01
846,3.949910e-04,6.898610e-01,3.465550e-03,5.049190e-04,2.724690e-01
847,3.849330e-04,6.859880e-01,5.040600e-03,9.425420e-04,7.644530e-01
848,5.646630e-04,6.708030e-01,5.184440e-03,1.494170e-03,2.728260e-01
849,5.418600e-04,7.685710e-01,3.019550e-03,1.042200e-03,7.625950e-01
850,3.949960e-04,6.898760e-01,3.465500e-03,5.049060e-04,2.724800e-01
851,3.849240e-04,6.860160e-01,5.040570e-03,9.425290e-04,7.646370e-01
852,5.646520e-04,6.708120e-01,5.184390e-03,1.494160e-03,2.728320e-01
853,5.418690e-04,7.685780e-01,3.019510e-03,1.042190e-03,7.624160e-01
854,3.950010e-04,6.899070e-01,3.465460e-03,5.048940e-04,2.724720e-01
855,3.849150e-04,6.860590e-01,5.040530e-03,9.425170e-04,7.646700e-01
856,5.646410e-04,6.708000e-01,5.184350e-03,1.494140e-03,2.728100e-01
857,5.418750e-04,7.686020e-01,3.019460e-03,1.042170e-03,7.625020e-01
858,3.950060e-04,6.899190e-01,3.465420e-03,5.048820e-04,2.724690e-01
859,3.849060e-04,6.860810e-01,5.040500e-03,9.425050e-04,7.646690e-01
860,5.646290e-04,6.708170e-01,5.184310e-03,1.494130e-03,2.728260e-01
861,5.418790e-04,7.686240e-01,3.019420e-03,1.042160e-03,7.624760e-01
862,3.950100e-04,6.899320e-01,3.465380e-03,5.048710e-04,2.724690e-01
863,3.848970e-04,6.860980e-01,5.040470e-03,9.424940e-04,7.646490e-01
864,5.646170e-04,6.708320e-01,5.184260e-03,1.494110e-03,2.728250e-01
865,5.418850e-04,7.686430e-01,3.019380e-03,1.042150e-03,7.624740e-01
866,3.950140e-04,6.899490e-01,3.465340e-03,5.048600e-04,2.724730e-01
867,3.848890e-04,6.861290e-01,5.040440e-03,9.424830e-04,7.646820e-01
868,5.646060e-04,6.708360e-01,5.184220e-03,1.494100e-03,2.728250e-01
869,5.418920e-04,7.686590e-01,3.019350e-03,1.042140e-03,7.624610e-01
870,3.950180e-04,6.899720e-01,3.465300e-03,5.048500e-04,2.724740e-01
871,3.848810e-04,6.861510e-01,5.040410e-03,9.424730e-04,7.647340e-01
872,5.645960e-04,6.708330e-01,5.184190e-03,1.494090e-03,2.728210e-01
873,5.418970e-04,7.686740e-01,3.019310e-03,1.042120e-03,7.624620e-01
874,3.950220e-04,6.899920e-01,3.465260e-03,5.048400e-04,2.724750e-01
875,3.848730e-04,6.861790e-01,5.040390e-03,9.424640e-04,7.646380e-01
876,5.645860e-04,6.708330e-01,5.184150e-03,1.494080e-03,2.728240e-01
877,5.419020e-04,7.686890e-01,3.019270e-03,1.042110e-03,7.624670e-01
878,3.950260e-04,6.900110e-01,3.465230e-03,5.048300e-04,2.724760e-01
879,3.848660e-04,6.861960e-01,5.040360e-03,9.424550e-04,7.647270e-01
880,5.645760e-04,6.708330e-01,5.184120e-03,1.494070e-03,2.728250e-01
881,5.419080e-04,7.687080e-01,3.019240e-03,1.042100e-03,7.624300e-01
882,3.950300e-04,6.900300e-01,3.465190e-03,5.048210e-04,2.724750e-01
883,3.848580e-04,6.862130e-01,5.040340e-03,9.424460e-04,7.647990e-01
884,5.645670e-04,6.708330e-01,5.184090e-03,1.494060e-03,2.728220e-01
885,5.419130e-04,7.687230e-01,3.019200e-03,1.042090e-03,7.624120e-01
886,3.950340e-04,6.900470e-01,3.465160e-03,5.048130e-04,2.724740e-01
887,3.848510e-04,6.862330e-01,5.040310e-03,9.424380e-04,7.649200e-01
888,5.645580e-04,6.708350e-01,5.184060e-03,1.494050e-03,2.728240e-01
889,5.419180e-04,7.687380e-01,3.019170e-03,1.042080e-03,7.623510e-01
890,3.950370e-04,6.900700e-01,3.465130e-03,5.048040e-04,2.724680e-01
891,3.848450e-04,6.862460e-01,5.040290e-03,9.424300e-04,7.648640e-01
892,5.645490e-04,6.708280e-01,5.184030e-03,1.494040e-03,2.728200e-01
893,5.419230e-04,7.687580e-01,3.019140e-03,1.042070e-03,7.623880e-01
894,3.950410e-04,6.900800e-01,3.465100e-03,5.047970e-04,2.724690e-01
895,3.848380e-04,6.862650e-01,5.040260e-03,9.424230e-04,7.648840e-01
896,5.645410e-04,6.708300e-01,5.184000e-03,1.494030e-03,2.728240e-01
897,5.419280e-04,7.687670e-01,3.019110e-03,1.042060e-03,7.623570e-01
898,3.950440e-04,6.900970e-01,3.465070e-03,5.047890e-04,2.724710e-01
899,3.848320e-04,6.862780e-01,5.040240e-03,9.424160e-04,7.649650e-01
900,5.645330e-04,6.708340e-01,5.183970e-03,1.494020e-03,2.728240e-01
901,5.419320e-04,7.687850e-01,3.019080e-03,1.042050e-03,7.623060e-01
902,3.950480e-04,6.901110e-01,3.465040e-03,5.047820e-04,2.724680e-01
903,3.848260e-04,6.862850e-01,5.040220e-03,9.424090e-04,7.649600e-01
904,5.645250e-04,6.708310e-01,5.183950e-03,1.494010e-03,2.728170e-01
905,5.419370e-04,7.688030e-01,3.019060e-03,1.042050e-03,7.623530e-01
906,3.950510e-04,6.901220e-01,3.465020e-03,5.047750e-04,2.724680e-01
907,3.848200e-04,6.862960e-01,5.040200e-03,9.424030e-04,7.648860e-01
908,5.645170e-04,6.708320e-01,5.183920e-03,1.494000e-03,2.728230e-01
909,5.419410e-04,7.688130e-01,3.019030e-03,1.042040e-03,7.623440e-01
910,3.950540e-04,6.901290e-01,3.464990e-03,5.047680e-04,2.724750e-01
911,3.848140e-04,6.863040e-01,5.040180e-03,9.423970e-04,7.649530e-01
912,5.645100e-04,6.708360e-01,5.183900e-03,1.494000e-03,2.728240e-01
913,5.419470e-04,7.688160e-01,3.019000e-03,1.042030e-03,7.622420e-01
914,3.950570e-04,6.901520e-01,3.464970e-03,5.047620e-04,2.724720e-01
915,3.848100e-04,6.863200e-01,5.040160e-03,9.423910e-04,7.650820e-01
916,5.645040e-04,6.708250e-01,5.183870e-03,1.493990e-03,2.728130e-01
917,5.419490e-04,7.688430e-01,3.018980e-03,1.042020e-03,7.623270e-01
918,3.950600e-04,6.901450e-01,3.464940e-03,5.047560e-04,2.724710e-01
919,3.848030e-04,6.863200e-01,5.040140e-03,9.423850e-04,7.649740e-01
920,5.644960e-04,6.708380e-01,5.183850e-03,1.493980e-03,2.728260e-01
921,5.419520e-04,7.688500e-01,3.018950e-03,1.042020e-03,7.622700e-01
922,3.950620e-04,6.901540e-01,3.464920e-03,5.047500e-04,2.724720e-01
923,3.847990e-04,6.863290e-01,5.040120e-03,9.423800e-04,7.650190e-01
924,5.644890e-04,6.708470e-01,5.183830e-03,1.493980e-03,2.728230e-01
925,5.419570e-04,7.688580e-01,3.018930e-03,1.042010e-03,7.622780e-01
926,3.950650e-04,6.901600e-01,3.464890e-03,5.047450e-04,2.724700e-01
927,3.847940e-04,6.863360e-01,5.040100e-03,9.423750e-04,7.650190e-01
928,5.644830e-04,6.708460e-01,5.183810e-03,1.493970e-03,2.728220e-01
929,5.419620e-04,7.688590e-01,3.018910e-03,1.042000e-03,7.622120e-01
930,3.950670e-04,6.901740e-01,3.464870e-03,5.047390e-04,2.724760e-01
931,3.847900e-04,6.863570e-01,5.040080e-03,9.423710e-04,7.651080e-01
932,5.644780e-04,6.708330e-01,5.183790e-03,1.493960e-03,2.728120e-01
933,5.419660e-04,7.688690e-01,3.018890e-03,1.042000e-03,7.622200e-01
934,3.950700e-04,6.901780e-01,3.464850e-03,5.047340e-04,2.724690e-01
935,3.847850e-04,6.863580e-01,5.040060e-03,9.423660e-04,7.651000e-01
936,5.644720e-04,6.708440e-01,5.183770e-03,1.493960e-03,2.728190e-01
937,5.419670e-04,7.688870e-01,3.018870e-03,1.041990e-03,7.622600e-01
938,3.950720e-04,6.901710e-01,3.464830e-03,5.047290e-04,2.724720e-01
939,3.847790e-04,6.863600e-01,5.040050e-03,9.423620e-04,7.651630e-01
940,5.644650e-04,6.708600e-01,5.183750e-03,1.493950e-03,2.728240e-01
941,5.419720e-04,7.688750e-01,3.018850e-03,1.041980e-03,7.621320e-01
942,3.950750e-04,6.901910e-01,3.464810e-03,5.047250e-04,2.724650e-01
943,3.847760e-04,6.863770e-01,5.040030e-03,9.423580e-04,7.652800e-01
944,5.644610e-04,6.708510e-01,5.183730e-03,1.493950e-03,2.728120e-01
945,5.419740e-04,7.689010e-01,3.018830e-03,1.041980e-03,7.622240e-01
946,3.950770e-04,6.901790e-01,3.464790e-03,5.047200e-04,2.724660e-01
947,3.847710e-04,6.863720e-01,5.040010e-03,9.423540e-04,7.650970e-01
948,5.644540e-04,6.708610e-01,5.183710e-03,1.493940e-03,2.728240e-01
949,5.419780e-04,7.688940e-01,3.018810e-03,1.041970e-03,7.621480e-01
950,3.950790e-04,6.901930e-01,3.464770e-03,5.047160e-04,2.724710e-01
951,3.847680e-04,6.863930e-01,5.040000e-03,9.423510e-04,7.653060e-01
952,5.644500e-04,6.708630e-01,5.183690e-03,1.493940e-03,2.728140e-01
953,5.419800e-04,7.689090e-01,3.018790e-03,1.041970e-03,7.621950e-01
954,3.950820e-04,6.901870e-01,3.464750e-03,5.047120e-04,2.724640e-01
955,3.847630e-04,6.863870e-01,5.039980e-03,9.423470e-04,7.651000e-01
956,5.644440e-04,6.708680e-01,5.183680e-03,1.493930e-03,2.728260e-01
957,5.419820e-04,7.689190e-01,3.018770e-03,1.041960e-03,7.622060e-01
958,3.950830e-04,6.901830e-01,3.464740e-03,5.047080e-04,2.724780e-01
959,3.847590e-04,6.863970e-01,5.039970e-03,9.423440e-04,7.652060e-01
960,5.644390e-04,6.708820e-01,5.183660e-03,1.493930e-03,2.728230e-01
961,5.419860e-04,7.689210e-01,3.018750e-03,1.041960e-03,7.621680e-01
962,3.950860e-04,6.901920e-01,3.464720e-03,5.047040e-04,2.724660e-01
963,3.847560e-04,6.864070e-01,5.039950e-03,9.423410e-04,7.653020e-01
964,5.644350e-04,6.708840e-01,5.183650e-03,1.493930e-03,2.728180e-01
965,5.419890e-04,7.689290e-01,3.018740e-03,1.041960e-03,7.621580e-01
966,3.950870e-04,6.901980e-01,3.464700e-03,5.047010e-04,2.724640e-01
967,3.847520e-04,6.864130e-01,5.039940e-03,9.423380e-04,7.652400e-01
968,5.644300e-04,6.708830e-01,5.183630e-03,1.493920e-03,2.728230e-01
969,5.419920e-04,7.689210e-01,3.018720e-03,1.041950e-03,7.620860e-01
970,3.950890e-04,6.902080e-01,3.464690e-03,5.046970e-04,2.724690e-01
971,3.847500e-04,6.864280e-01,5.039930e-03,9.423350e-04,7.652570e-01
972,5.644260e-04,6.708760e-01,5.183610e-03,1.493920e-03,2.728110e-01
973,5.419940e-04,7.689480e-01,3.018710e-03,1.041950e-03,7.621980e-01
974,3.950910e-04,6.901970e-01,3.464670e-03,5.046940e-04,2.724670e-01
975,3.847450e-04,6.864290e-01,5.039910e-03,9.423330e-04,7.652050e-01
976,5.644210e-04,6.708960e-01,5.183600e-03,1.493910e-03,2.728290e-01
977,5.419970e-04,7.689330e-01,3.018690e-03,1.041940e-03,7.620560e-01
978,3.950930e-04,6.902190e-01,3.464660e-03,5.046910e-04,2.724710e-01
979,3.847430e-04,6.864410e-01,5.039900e-03,9.423300e-04,7.652990e-01
980,5.644180e-04,6.708840e-01,5.183590e-03,1.493910e-03,2.728120e-01
981,5.419990e-04,7.689600e-01,3.018680e-03,1.041940e-03,7.621710e-01
982,3.950950e-04,6.902040e-01,3.464640e-03,5.046880e-04,2.724660e-01
983,3.847390e-04,6.864400e-01,5.039890e-03,9.423280e-04,7.652200e-01
984,5.644130e-04,6.708990e-01,5.183570e-03,1.493910e-03,2.728280e-01
985,5.420020e-04,7.689470e-01,3.018660e-03,1.041940e-03,7.620540e-01
986,3.950960e-04,6.902280e-01,3.464630e-03,5.046850e-04,2.724690e-01
987,3.847370e-04,6.864570e-01,5.039870e-03,9.423260e-04,7.653720e-01
988,5.644100e-04,6.708900e-01,5.183560e-03,1.493910e-03,2.728130e-01
989,5.420050e-04,7.689600e-01,3.018650e-03,1.041930e-03,7.620900e-01
990,3.950980e-04,6.902270e-01,3.464620e-03,5.046820e-04,2.724670e-01
991,3.847340e-04,6.864610e-01,5.039860e-03,9.423240e-04,7.653040e-01
992,5.644060e-04,6.708930e-01,5.183550e-03,1.493900e-03,2.728200e-01
993,5.420050e-04,7.689810e-01,3.018640e-03,1.041930e-03,7.621170e-01
994,3.950990e-04,6.902210e-01,3.464610e-03,5.046800e-04,2.724650e-01
995,3.847300e-04,6.864610e-01,5.039850e-03,9.423220e-04,7.652460e-01
996,5.644010e-04,6.709110e-01,5.183530e-03,1.493900e-03,2.728240e-01
