iteration,Ux,Uy,p,k,omega
755,7.968e-05,7.968e-05,7.968e-05,7.968e-05,7.968e-05
756,7.869e-05,7.869e-05,7.869e-05,7.869e-05,7.869e-05
757,7.771e-05,7.771e-05,7.771e-05,7.771e-05,7.771e-05
758,7.675e-05,7.675e-05,7.675e-05,7.675e-05,7.675e-05
759,7.579e-05,7.579e-05,7.579e-05,7.579e-05,7.579e-05
760,7.485e-05,7.485e-05,7.485e-05,7.485e-05,7.485e-05
761,7.392e-05,7.392e-05,7.392e-05,7.392e-05,7.392e-05
762,7.300e-05,7.300e-05,7.300e-05,7.300e-05,7.300e-05
763,7.210e-05,7.210e-05,7.210e-05,7.210e-05,7.210e-05
764,7.120e-05,7.120e-05,7.120e-05,7.120e-05,7.120e-05
765,7.032e-05,7.032e-05,7.032e-05,7.032e-05,7.032e-05
766,6.944e-05,6.944e-05,6.944e-05,6.944e-05,6.944e-05
767,6.858e-05,6.858e-05,6.858e-05,6.858e-05,6.858e-05
768,6.773e-05,6.773e-05,6.773e-05,6.773e-05,6.773e-05
769,6.689e-05,6.689e-05,6.689e-05,6.689e-05,6.689e-05
770,6.606e-05,6.606e-05,6.606e-05,6.606e-05,6.606e-05
771,6.524e-05,6.524e-05,6.524e-05,6.524e-05,6.524e-05
772,6.443e-05,6.443e-05,6.443e-05,6.443e-05,6.443e-05
773,6.363e-05,6.363e-05,6.363e-05,6.363e-05,6.363e-05
774,6.283e-05,6.283e-05,6.283e-05,6.283e-05,6.283e-05
775,6.205e-05,6.205e-05,6.205e-05,6.205e-05,6.205e-05
776,6.128e-05,6.128e-05,6.128e-05,6.128e-05,6.128e-05
777,6.052e-05,6.052e-05,6.052e-05,6.052e-05,6.052e-05
778,5.977e-05,5.977e-05,5.977e-05,5.977e-05,5.977e-05
779,5.903e-05,5.903e-05,5.903e-05,5.903e-05,5.903e-05
780,5.829e-05,5.829e-05,5.829e-05,5.829e-05,5.829e-05
781,5.757e-05,5.757e-05,5.757e-05,5.757e-05,5.757e-05
782,5.686e-05,5.686e-05,5.686e-05,5.686e-05,5.686e-05
783,5.615e-05,5.615e-05,5.615e-05,5.615e-05,5.615e-05
784,5.545e-05,5.545e-05,5.545e-05,5.545e-05,5.545e-05
785,5.476e-05,5.476e-05,5.476e-05,5.476e-05,5.476e-05
786,5.408e-05,5.408e-05,5.408e-05,5.408e-05,5.408e-05
787,5.341e-05,5.341e-05,5.341e-05,5.341e-05,5.341e-05
788,5.275e-05,5.275e-05,5.275e-05,5.275e-05,5.275e-05
789,5.209e-05,5.209e-05,5.209e-05,5.209e-05,5.209e-05
790,5.144e-05,5.144e-05,5.144e-05,5.144e-05,5.144e-05
791,5.081e-05,5.081e-05,5.081e-05,5.081e-05,5.081e-05
792,5.017e-05,5.017e-05,5.017e-05,5.017e-05,5.017e-05
793,4.955e-05,4.955e-05,4.955e-05,4.955e-05,4.955e-05
794,4.894e-05,4.894e-05,4.894e-05,4.894e-05,4.894e-05
795,4.833e-05,4.833e-05,4.833e-05,4.833e-05,4.833e-05
796,4.773e-05,4.773e-05,4.773e-05,4.773e-05,4.773e-05
797,4.713e-05,4.713e-05,4.713e-05,4.713e-05,4.713e-05
798,4.655e-05,4.655e-05,4.655e-05,4.655e-05,4.655e-05
799,4.597e-05,4.597e-05,4.597e-05,4.597e-05,4.597e-05
800,4.540e-05,4.540e-05,4.540e-05,4.540e-05,4.540e-05
801,4.484e-05,4.484e-05,4.484e-05,4.484e-05,4.484e-05
802,4.428e-05,4.428e-05,4.428e-05,4.428e-05,4.428e-05
803,4.373e-05,4.373e-05,4.373e-05,4.373e-05,4.373e-05
804,4.319e-05,4.319e-05,4.319e-05,4.319e-05,4.319e-05
805,4.265e-05,4.265e-05,4.265e-05,4.265e-05,4.265e-05
806,4.212e-05,4.212e-05,4.212e-05,4.212e-05,4.212e-05
807,4.160e-05,4.160e-05,4.160e-05,4.160e-05,4.160e-05
808,4.108e-05,4.108e-05,4.108e-05,4.108e-05,4.108e-05
809,4.057e-05,4.057e-05,4.057e-05,4.057e-05,4.057e-05
810,4.007e-05,4.007e-05,4.007e-05,4.007e-05,4.007e-05
811,3.957e-05,3.957e-05,3.957e-05,3.957e-05,3.957e-05
812,3.908e-05,3.908e-05,3.908e-05,3.908e-05,3.908e-05
813,3.859e-05,3.859e-05,3.859e-05,3.859e-05,3.859e-05
814,3.811e-05,3.811e-05,3.811e-05,3.811e-05,3.811e-05
815,3.764e-05,3.764e-05,3.764e-05,3.764e-05,3.764e-05
816,3.717e-05,3.717e-05,3.717e-05,3.717e-05,3.717e-05
817,3.671e-05,3.671e-05,3.671e-05,3.671e-05,3.671e-05
818,3.625e-05,3.625e-05,3.625e-05,3.625e-05,3.625e-05
819,3.580e-05,3.580e-05,3.580e-05,3.580e-05,3.580e-05
820,3.536e-05,3.536e-05,3.536e-05,3.536e-05,3.536e-05
821,3.492e-05,3.492e-05,3.492e-05,3.492e-05,3.492e-05
822,3.448e-05,3.448e-05,3.448e-05,3.448e-05,3.448e-05
823,3.406e-05,3.406e-05,3.406e-05,3.406e-05,3.406e-05
824,3.363e-05,3.363e-05,3.363e-05,3.363e-05,3.363e-05
825,3.322e-05,3.322e-05,3.322e-05,3.322e-05,3.322e-05
826,3.280e-05,3.280e-05,3.280e-05,3.280e-05,3.280e-05
827,3.240e-05,3.240e-05,3.240e-05,3.240e-05,3.240e-05
828,3.199e-05,3.199e-05,3.199e-05,3.199e-05,3.199e-05
829,3.160e-05,3.160e-05,3.160e-05,3.160e-05,3.160e-05
830,3.120e-05,3.120e-05,3.120e-05,3.120e-05,3.120e-05
831,3.082e-05,3.082e-05,3.082e-05,3.082e-05,3.082e-05
832,3.043e-05,3.043e-05,3.043e-05,3.043e-05,3.043e-05
833,3.005e-05,3.005e-05,3.005e-05,3.005e-05,3.005e-05
834,2.968e-05,2.968e-05,2.968e-05,2.968e-05,2.968e-05
835,2.931e-05,2.931e-05,2.931e-05,2.931e-05,2.931e-05
836,2.895e-05,2.895e-05,2.895e-05,2.895e-05,2.895e-05
837,2.859e-05,2.859e-05,2.859e-05,2.859e-05,2.859e-05
838,2.823e-05,2.823e-05,2.823e-05,2.823e-05,2.823e-05
839,2.788e-05,2.788e-05,2.788e-05,2.788e-05,2.788e-05
840,2.754e-05,2.754e-05,2.754e-05,2.754e-05,2.754e-05
841,2.719e-05,2.719e-05,2.719e-05,2.719e-05,2.719e-05
842,2.686e-05,2.686e-05,2.686e-05,2.686e-05,2.686e-05
843,2.652e-05,2.652e-05,2.652e-05,2.652e-05,2.652e-05
844,2.619e-05,2.619e-05,2.619e-05,2.619e-05,2.619e-05
845,2.587e-05,2.587e-05,2.587e-05,2.587e-05,2.587e-05
846,2.555e-05,2.555e-05,2.555e-05,2.555e-05,2.555e-05
847,2.523e-05,2.523e-05,2.523e-05,2.523e-05,2.523e-05
848,2.492e-05,2.492e-05,2.492e-05,2.492e-05,2.492e-05
849,2.461e-05,2.461e-05,2.461e-05,2.461e-05,2.461e-05
850,2.430e-05,2.430e-05,2.430e-05,2.430e-05,2.430e-05
851,2.400e-05,2.400e-05,2.400e-05,2.400e-05,2.400e-05
852,2.370e-05,2.370e-05,2.370e-05,2.370e-05,2.370e-05
853,2.341e-05,2.341e-05,2.341e-05,2.341e-05,2.341e-05
854,2.312e-05,2.312e-05,2.312e-05,2.312e-05,2.312e-05
855,2.283e-05,2.283e-05,2.283e-05,2.283e-05,2.283e-05
856,2.254e-05,2.254e-05,2.254e-05,2.254e-05,2.254e-05
857,2.226e-05,2.226e-05,2.226e-05,2.226e-05,2.226e-05
858,2.199e-05,2.199e-05,2.199e-05,2.199e-05,2.199e-05
859,2.172e-05,2.172e-05,2.172e-05,2.172e-05,2.172e-05
860,2.145e-05,2.145e-05,2.145e-05,2.145e-05,2.145e-05
861,2.118e-05,2.118e-05,2.118e-05,2.118e-05,2.118e-05
862,2.092e-05,2.092e-05,2.092e-05,2.092e-05,2.092e-05
863,2.066e-05,2.066e-05,2.066e-05,2.066e-05,2.066e-05
864,2.040e-05,2.040e-05,2.040e-05,2.040e-05,2.040e-05
865,2.015e-05,2.015e-05,2.015e-05,2.015e-05,2.015e-05
866,1.990e-05,1.990e-05,1.990e-05,1.990e-05,1.990e-05
867,1.965e-05,1.965e-05,1.965e-05,1.965e-05,1.965e-05
868,1.940e-05,1.940e-05,1.940e-05,1.940e-05,1.940e-05
869,1.916e-05,1.916e-05,1.916e-05,1.916e-05,1.916e-05
870,1.893e-05,1.893e-05,1.893e-05,1.893e-05,1.893e-05
871,1.869e-05,1.869e-05,1.869e-05,1.869e-05,1.869e-05
872,1.846e-05,1.846e-05,1.846e-05,1.846e-05,1.846e-05
873,1.823e-05,1.823e-05,1.823e-05,1.823e-05,1.823e-05
874,1.800e-05,1.800e-05,1.800e-05,1.800e-05,1.800e-05
875,1.778e-05,1.778e-05,1.778e-05,1.778e-05,1.778e-05
876,1.756e-05,1.756e-05,1.756e-05,1.756e-05,1.756e-05
877,1.734e-05,1.734e-05,1.734e-05,1.734e-05,1.734e-05
878,1.712e-05,1.712e-05,1.712e-05,1.712e-05,1.712e-05
879,1.691e-05,1.691e-05,1.691e-05,1.691e-05,1.691e-05
880,1.670e-05,1.670e-05,1.670e-05,1.670e-05,1.670e-05
881,1.649e-05,1.649e-05,1.649e-05,1.649e-05,1.649e-05
882,1.629e-05,1.629e-05,1.629e-05,1.629e-05,1.629e-05
883,1.609e-05,1.609e-05,1.609e-05,1.609e-05,1.609e-05
884,1.589e-05,1.589e-05,1.589e-05,1.589e-05,1.589e-05
885,1.569e-05,1.569e-05,1.569e-05,1.569e-05,1.569e-05
886,1.549e-05,1.549e-05,1.549e-05,1.549e-05,1.549e-05
887,1.530e-05,1.530e-05,1.530e-05,1.530e-05,1.530e-05
888,1.511e-05,1.511e-05,1.511e-05,1.511e-05,1.511e-05
889,1.492e-05,1.492e-05,1.492e-05,1.492e-05,1.492e-05
890,1.474e-05,1.474e-05,1.474e-05,1.474e-05,1.474e-05
891,1.456e-05,1.456e-05,1.456e-05,1.456e-05,1.456e-05
892,1.438e-05,1.438e-05,1.438e-05,1.438e-05,1.438e-05
893,1.420e-05,1.420e-05,1.420e-05,1.420e-05,1.420e-05
894,1.402e-05,1.402e-05,1.402e-05,1.402e-05,1.402e-05
895,1.385e-05,1.385e-05,1.385e-05,1.385e-05,1.385e-05
896,1.367e-05,1.367e-05,1.367e-05,1.367e-05,1.367e-05
897,1.350e-05,1.350e-05,1.350e-05,1.350e-05,1.350e-05
898,1.334e-05,1.334e-05,1.334e-05,1.334e-05,1.334e-05
899,1.317e-05,1.317e-05,1.317e-05,1.317e-05,1.317e-05
900,1.301e-05,1.301e-05,1.301e-05,1.301e-05,1.301e-05
901,1.285e-05,1.285e-05,1.285e-05,1.285e-05,1.285e-05
902,1.269e-05,1.269e-05,1.269e-05,1.269e-05,1.269e-05
903,1.253e-05,1.253e-05,1.253e-05,1.253e-05,1.253e-05
904,1.237e-05,1.237e-05,1.237e-05,1.237e-05,1.237e-05
905,1.222e-05,1.222e-05,1.222e-05,1.222e-05,1.222e-05
906,1.207e-05,1.207e-05,1.207e-05,1.207e-05,1.207e-05
907,1.192e-05,1.192e-05,1.192e-05,1.192e-05,1.192e-05
908,1.177e-05,1.177e-05,1.177e-05,1.177e-05,1.177e-05
909,1.162e-05,1.162e-05,1.162e-05,1.162e-05,1.162e-05
910,1.148e-05,1.148e-05,1.148e-05,1.148e-05,1.148e-05
911,1.134e-05,1.134e-05,1.134e-05,1.134e-05,1.134e-05
912,1.120e-05,1.120e-05,1.120e-05,1.120e-05,1.120e-05
913,1.106e-05,1.106e-05,1.106e-05,1.106e-05,1.106e-05
914,1.092e-05,1.092e-05,1.092e-05,1.092e-05,1.092e-05
915,1.078e-05,1.078e-05,1.078e-05,1.078e-05,1.078e-05
916,1.065e-05,1.065e-05,1.065e-05,1.065e-05,1.065e-05
917,1.052e-05,1.052e-05,1.052e-05,1.052e-05,1.052e-05
918,1.039e-05,1.039e-05,1.039e-05,1.039e-05,1.039e-05
919,1.026e-05,1.026e-05,1.026e-05,1.026e-05,1.026e-05
920,1.013e-05,1.013e-05,1.013e-05,1.013e-05,1.013e-05
921,1.000e-05,1.000e-05,1.000e-05,1.000e-05,1.000e-05
922,9.880e-06,9.880e-06,9.880e-06,9.880e-06,9.880e-06
923,9.757e-06,9.757e-06,9.757e-06,9.757e-06,9.757e-06
924,9.636e-06,9.636e-06,9.636e-06,9.636e-06,9.636e-06
925,9.516e-06,9.516e-06,9.516e-06,9.516e-06,9.516e-06
926,9.398e-06,9.398e-06,9.398e-06,9.398e-06,9.398e-06
927,9.281e-06,9.281e-06,9.281e-06,9.281e-06,9.281e-06
928,9.166e-06,9.166e-06,9.166e-06,9.166e-06,9.166e-06
929,9.052e-06,9.052e-06,9.052e-06,9.052e-06,9.052e-06
930,8.940e-06,8.940e-06,8.940e-06,8.940e-06,8.940e-06
931,8.829e-06,8.829e-06,8.829e-06,8.829e-06,8.829e-06
932,8.719e-06,8.719e-06,8.719e-06,8.719e-06,8.719e-06
933,8.611e-06,8.611e-06,8.611e-06,8.611e-06,8.611e-06
934,8.504e-06,8.504e-06,8.504e-06,8.504e-06,8.504e-06
935,8.398e-06,8.398e-06,8.398e-06,8.398e-06,8.398e-06
936,8.294e-06,8.294e-06,8.294e-06,8.294e-06,8.294e-06
937,8.191e-06,8.191e-06,8.191e-06,8.191e-06,8.191e-06
938,8.089e-06,8.089e-06,8.089e-06,8.089e-06,8.089e-06
939,7.989e-06,7.989e-06,7.989e-06,7.989e-06,7.989e-06
940,7.889e-06,7.889e-06,7.889e-06,7.889e-06,7.889e-06
941,7.791e-06,7.791e-06,7.791e-06,7.791e-06,7.791e-06
942,7.695e-06,7.695e-06,7.695e-06,7.695e-06,7.695e-06
943,7.599e-06,7.599e-06,7.599e-06,7.599e-06,7.599e-06
944,7.505e-06,7.505e-06,7.505e-06,7.505e-06,7.505e-06
945,7.411e-06,7.411e-06,7.411e-06,7.411e-06,7.411e-06
946,7.319e-06,7.319e-06,7.319e-06,7.319e-06,7.319e-06
947,7.228e-06,7.228e-06,7.228e-06,7.228e-06,7.228e-06
948,7.139e-06,7.139e-06,7.139e-06,7.139e-06,7.139e-06
949,7.050e-06,7.050e-06,7.050e-06,7.050e-06,7.050e-06
950,6.962e-06,6.962e-06,6.962e-06,6.962e-06,6.962e-06
951,6.876e-06,6.876e-06,6.876e-06,6.876e-06,6.876e-06
952,6.790e-06,6.790e-06,6.790e-06,6.790e-06,6.790e-06
953,6.706e-06,6.706e-06,6.706e-06,6.706e-06,6.706e-06
954,6.623e-06,6.623e-06,6.623e-06,6.623e-06,6.623e-06
955,6.540e-06,6.540e-06,6.540e-06,6.540e-06,6.540e-06
956,6.459e-06,6.459e-06,6.459e-06,6.459e-06,6.459e-06
957,6.379e-06,6.379e-06,6.379e-06,6.379e-06,6.379e-06
958,6.300e-06,6.300e-06,6.300e-06,6.300e-06,6.300e-06
959,6.221e-06,6.221e-06,6.221e-06,6.221e-06,6.221e-06
960,6.144e-06,6.144e-06,6.144e-06,6.144e-06,6.144e-06
961,6.068e-06,6.068e-06,6.068e-06,6.068e-06,6.068e-06
962,5.993e-06,5.993e-06,5.993e-06,5.993e-06,5.993e-06
963,5.918e-06,5.918e-06,5.918e-06,5.918e-06,5.918e-06
964,5.845e-06,5.845e-06,5.845e-06,5.845e-06,5.845e-06
965,5.772e-06,5.772e-06,5.772e-06,5.772e-06,5.772e-06
966,5.700e-06,5.700e-06,5.700e-06,5.700e-06,5.700e-06
967,5.629e-06,5.629e-06,5.629e-06,5.629e-06,5.629e-06
968,5.560e-06,5.560e-06,5.560e-06,5.560e-06,5.560e-06
969,5.490e-06,5.490e-06,5.490e-06,5.490e-06,5.490e-06
970,5.422e-06,5.422e-06,5.422e-06,5.422e-06,5.422e-06
971,5.355e-06,5.355e-06,5.355e-06,5.355e-06,5.355e-06
972,5.288e-06,5.288e-06,5.288e-06,5.288e-06,5.288e-06
973,5.223e-06,5.223e-06,5.223e-06,5.223e-06,5.223e-06
974,5.158e-06,5.158e-06,5.158e-06,5.158e-06,5.158e-06
975,5.094e-06,5.094e-06,5.094e-06,5.094e-06,5.094e-06
976,5.030e-06,5.030e-06,5.030e-06,5.030e-06,5.030e-06
977,4.968e-06,4.968e-06,4.968e-06,4.968e-06,4.968e-06
978,4.906e-06,4.906e-06,4.906e-06,4.906e-06,4.906e-06
979,4.845e-06,4.845e-06,4.845e-06,4.845e-06,4.845e-06
980,4.785e-06,4.785e-06,4.785e-06,4.785e-06,4.785e-06
981,4.726e-06,4.726e-06,4.726e-06,4.726e-06,4.726e-06
982,4.667e-06,4.667e-06,4.667e-06,4.667e-06,4.667e-06
983,4.609e-06,4.609e-06,4.609e-06,4.609e-06,4.609e-06
984,4.552e-06,4.552e-06,4.552e-06,4.552e-06,4.552e-06
985,4.495e-06,4.495e-06,4.495e-06,4.495e-06,4.495e-06
986,4.439e-06,4.439e-06,4.439e-06,4.439e-06,4.439e-06
987,4.384e-06,4.384e-06,4.384e-06,4.384e-06,4.384e-06
988,4.330e-06,4.330e-06,4.330e-06,4.330e-06,4.330e-06
989,4.276e-06,4.276e-06,4.276e-06,4.276e-06,4.276e-06
990,4.223e-06,4.223e-06,4.223e-06,4.223e-06,4.223e-06
991,4.170e-06,4.170e-06,4.170e-06,4.170e-06,4.170e-06
992,4.119e-06,4.119e-06,4.119e-06,4.119e-06,4.119e-06
993,4.067e-06,4.067e-06,4.067e-06,4.067e-06,4.067e-06
994,4.017e-06,4.017e-06,4.017e-06,4.017e-06,4.017e-06
995,3.967e-06,3.967e-06,3.967e-06,3.967e-06,3.967e-06
996,3.918e-06,3.918e-06,3.918e-06,3.918e-06,3.918e-06
997,3.869e-06,3.869e-06,3.869e-06,3.869e-06,3.869e-06
998,3.821e-06,3.821e-06,3.821e-06,3.821e-06,3.821e-06
999,3.774e-06,3.774e-06,3.774e-06,3.774e-06,3.774e-06
1000,3.727e-06,3.727e-06,3.727e-06,3.727e-06,3.727e-06
1001,3.680e-06,3.680e-06,3.680e-06,3.680e-06,3.680e-06
1002,3.635e-06,3.635e-06,3.635e-06,3.635e-06,3.635e-06
1003,3.589e-06,3.589e-06,3.589e-06,3.589e-06,3.589e-06
1004,3.545e-06,3.545e-06,3.545e-06,3.545e-06,3.545e-06
1005,3.501e-06,3.501e-06,3.501e-06,3.501e-06,3.501e-06
1006,3.457e-06,3.457e-06,3.457e-06,3.457e-06,3.457e-06
1007,3.414e-06,3.414e-06,3.414e-06,3.414e-06,3.414e-06
1008,3.372e-06,3.372e-06,3.372e-06,3.372e-06,3.372e-06
1009,3.330e-06,3.330e-06,3.330e-06,3.330e-06,3.330e-06
1010,3.289e-06,3.289e-06,3.289e-06,3.289e-06,3.289e-06
1011,3.248e-06,3.248e-06,3.248e-06,3.248e-06,3.248e-06
1012,3.208e-06,3.208e-06,3.208e-06,3.208e-06,3.208e-06
1013,3.168e-06,3.168e-06,3.168e-06,3.168e-06,3.168e-06
1014,3.128e-06,3.128e-06,3.128e-06,3.128e-06,3.128e-06
1015,3.090e-06,3.090e-06,3.090e-06,3.090e-06,3.090e-06
1016,3.051e-06,3.051e-06,3.051e-06,3.051e-06,3.051e-06
1017,3.013e-06,3.013e-06,3.013e-06,3.013e-06,3.013e-06
1018,2.976e-06,2.976e-06,2.976e-06,2.976e-06,2.976e-06
1019,2.939e-06,2.939e-06,2.939e-06,2.939e-06,2.939e-06
1020,2.902e-06,2.902e-06,2.902e-06,2.902e-06,2.902e-06
1021,2.866e-06,2.866e-06,2.866e-06,2.866e-06,2.866e-06
1022,2.831e-06,2.831e-06,2.831e-06,2.831e-06,2.831e-06
1023,2.795e-06,2.795e-06,2.795e-06,2.795e-06,2.795e-06
1024,2.761e-06,2.761e-06,2.761e-06,2.761e-06,2.761e-06
1025,2.726e-06,2.726e-06,2.726e-06,2.726e-06,2.726e-06
1026,2.693e-06,2.693e-06,2.693e-06,2.693e-06,2.693e-06
1027,2.659e-06,2.659e-06,2.659e-06,2.659e-06,2.659e-06
1028,2.626e-06,2.626e-06,2.626e-06,2.626e-06,2.626e-06
1029,2.594e-06,2.594e-06,2.594e-06,2.594e-06,2.594e-06
1030,2.561e-06,2.561e-06,2.561e-06,2.561e-06,2.561e-06
1031,2.529e-06,2.529e-06,2.529e-06,2.529e-06,2.529e-06
1032,2.498e-06,2.498e-06,2.498e-06,2.498e-06,2.498e-06
1033,2.467e-06,2.467e-06,2.467e-06,2.467e-06,2.467e-06
1034,2.436e-06,2.436e-06,2.436e-06,2.436e-06,2.436e-06
1035,2.406e-06,2.406e-06,2.406e-06,2.406e-06,2.406e-06
1036,2.376e-06,2.376e-06,2.376e-06,2.376e-06,2.376e-06
1037,2.347e-06,2.347e-06,2.347e-06,2.347e-06,2.347e-06
1038,2.318e-06,2.318e-06,2.318e-06,2.318e-06,2.318e-06
1039,2.289e-06,2.289e-06,2.289e-06,2.289e-06,2.289e-06
1040,2.260e-06,2.260e-06,2.260e-06,2.260e-06,2.260e-06
1041,2.232e-06,2.232e-06,2.232e-06,2.232e-06,2.232e-06
1042,2.205e-06,2.205e-06,2.205e-06,2.205e-06,2.205e-06
1043,2.177e-06,2.177e-06,2.177e-06,2.177e-06,2.177e-06
1044,2.150e-06,2.150e-06,2.150e-06,2.150e-06,2.150e-06
1045,2.123e-06,2.123e-06,2.123e-06,2.123e-06,2.123e-06
1046,2.097e-06,2.097e-06,2.097e-06,2.097e-06,2.097e-06
1047,2.071e-06,2.071e-06,2.071e-06,2.071e-06,2.071e-06
1048,2.045e-06,2.045e-06,2.045e-06,2.045e-06,2.045e-06
1049,2.020e-06,2.020e-06,2.020e-06,2.020e-06,2.020e-06
1050,1.995e-06,1.995e-06,1.995e-06,1.995e-06,1.995e-06
1051,1.970e-06,1.970e-06,1.970e-06,1.970e-06,1.970e-06
1052,1.945e-06,1.945e-06,1.945e-06,1.945e-06,1.945e-06
1053,1.921e-06,1.921e-06,1.921e-06,1.921e-06,1.921e-06
1054,1.897e-06,1.897e-06,1.897e-06,1.897e-06,1.897e-06
1055,1.874e-06,1.874e-06,1.874e-06,1.874e-06,1.874e-06
1056,1.851e-06,1.851e-06,1.851e-06,1.851e-06,1.851e-06
1057,1.828e-06,1.828e-06,1.828e-06,1.828e-06,1.828e-06
1058,1.805e-06,1.805e-06,1.805e-06,1.805e-06,1.805e-06
1059,1.782e-06,1.782e-06,1.782e-06,1.782e-06,1.782e-06
1060,1.760e-06,1.760e-06,1.760e-06,1.760e-06,1.760e-06
1061,1.738e-06,1.738e-06,1.738e-06,1.738e-06,1.738e-06
1062,1.717e-06,1.717e-06,1.717e-06,1.717e-06,1.717e-06
1063,1.696e-06,1.696e-06,1.696e-06,1.696e-06,1.696e-06
1064,1.674e-06,1.674e-06,1.674e-06,1.674e-06,1.674e-06
1065,1.654e-06,1.654e-06,1.654e-06,1.654e-06,1.654e-06
1066,1.633e-06,1.633e-06,1.633e-06,1.633e-06,1.633e-06
1067,1.613e-06,1.613e-06,1.613e-06,1.613e-06,1.613e-06
1068,1.593e-06,1.593e-06,1.593e-06,1.593e-06,1.593e-06
1069,1.573e-06,1.573e-06,1.573e-06,1.573e-06,1.573e-06
1070,1.554e-06,1.554e-06,1.554e-06,1.554e-06,1.554e-06
1071,1.534e-06,1.534e-06,1.534e-06,1.534e-06,1.534e-06
1072,1.515e-06,1.515e-06,1.515e-06,1.515e-06,1.515e-06
1073,1.496e-06,1.496e-06,1.496e-06,1.496e-06,1.496e-06
1074,1.478e-06,1.478e-06,1.478e-06,1.478e-06,1.478e-06
1075,1.459e-06,1.459e-06,1.459e-06,1.459e-06,1.459e-06
1076,1.441e-06,1.441e-06,1.441e-06,1.441e-06,1.441e-06
1077,1.423e-06,1.423e-06,1.423e-06,1.423e-06,1.423e-06
1078,1.406e-06,1.406e-06,1.406e-06,1.406e-06,1.406e-06
1079,1.388e-06,1.388e-06,1.388e-06,1.388e-06,1.388e-06
1080,1.371e-06,1.371e-06,1.371e-06,1.371e-06,1.371e-06
1081,1.354e-06,1.354e-06,1.354e-06,1.354e-06,1.354e-06
1082,1.337e-06,1.337e-06,1.337e-06,1.337e-06,1.337e-06
1083,1.321e-06,1.321e-06,1.321e-06,1.321e-06,1.321e-06
1084,1.304e-06,1.304e-06,1.304e-06,1.304e-06,1.304e-06
1085,1.288e-06,1.288e-06,1.288e-06,1.288e-06,1.288e-06
1086,1.272e-06,1.272e-06,1.272e-06,1.272e-06,1.272e-06
1087,1.256e-06,1.256e-06,1.256e-06,1.256e-06,1.256e-06
1088,1.240e-06,1.240e-06,1.240e-06,1.240e-06,1.240e-06
1089,1.225e-06,1.225e-06,1.225e-06,1.225e-06,1.225e-06
1090,1.210e-06,1.210e-06,1.210e-06,1.210e-06,1.210e-06
1091,1.195e-06,1.195e-06,1.195e-06,1.195e-06,1.195e-06
1092,1.180e-06,1.180e-06,1.180e-06,1.180e-06,1.180e-06
1093,1.165e-06,1.165e-06,1.165e-06,1.165e-06,1.165e-06
1094,1.151e-06,1.151e-06,1.151e-06,1.151e-06,1.151e-06
1095,1.137e-06,1.137e-06,1.137e-06,1.137e-06,1.137e-06
1096,1.122e-06,1.122e-06,1.122e-06,1.122e-06,1.122e-06
1097,1.109e-06,1.109e-06,1.109e-06,1.109e-06,1.109e-06
1098,1.095e-06,1.095e-06,1.095e-06,1.095e-06,1.095e-06
1099,1.081e-06,1.081e-06,1.081e-06,1.081e-06,1.081e-06
1100,1.068e-06,1.068e-06,1.068e-06,1.068e-06,1.068e-06
1101,1.054e-06,1.054e-06,1.054e-06,1.054e-06,1.054e-06
1102,1.041e-06,1.041e-06,1.041e-06,1.041e-06,1.041e-06
1103,1.028e-06,1.028e-06,1.028e-06,1.028e-06,1.028e-06
1104,1.016e-06,1.016e-06,1.016e-06,1.016e-06,1.016e-06
1105,1.003e-06,1.003e-06,1.003e-06,1.003e-06,1.003e-06
1106,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1107,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1108,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1109,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1110,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1111,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1112,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1113,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1114,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1115,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1116,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1117,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1118,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1119,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1120,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1121,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1122,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1123,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1124,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1125,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1126,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1127,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1128,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
